"ReplicateID","# tracers added (true)","# spores in the sample (true)","# counts","# spores counted","# tracers counted"
3,10000,1145,57,6,51
4,10000,1145,57,6,51
5,10000,1145,57,7,50
1,10000,2358,57,6,51
2,10000,2358,57,15,42
3,10000,2358,57,9,48
4,10000,2358,57,6,51
5,10000,2358,57,14,43
1,10000,4855,57,16,41
2,10000,4855,57,19,38
3,10000,4855,57,14,43
4,10000,4855,57,17,40
5,10000,4855,57,20,37
1,10000,10000,57,27,30
2,10000,10000,57,29,28
3,10000,10000,57,33,24
4,10000,10000,57,29,28
5,10000,10000,57,32,25
1,11958,18,57,0,57
2,11958,18,57,0,57
3,11958,18,57,0,57
4,11958,18,57,0,57
5,11958,18,57,0,57
1,11958,37,57,0,57
2,11958,37,57,0,57
3,11958,37,57,0,57
4,11958,37,57,0,57
5,11958,37,57,1,56
1,11958,76,57,0,57
2,11958,76,57,0,57
3,11958,76,57,0,57
4,11958,76,57,1,56
5,11958,76,57,0,57
1,11958,157,57,2,55
2,11958,157,57,0,57
3,11958,157,57,0,57
4,11958,157,57,1,56
5,11958,157,57,1,56
1,11958,323,57,2,55
2,11958,323,57,1,56
3,11958,323,57,1,56
4,11958,323,57,0,57
5,11958,323,57,1,56
1,11958,665,57,2,55
2,11958,665,57,4,53
3,11958,665,57,2,55
4,11958,665,57,5,52
5,11958,665,57,1,56
1,11958,1369,57,10,47
2,11958,1369,57,7,50
3,11958,1369,57,8,49
4,11958,1369,57,2,55
5,11958,1369,57,6,51
1,11958,2819,57,9,48
2,11958,2819,57,10,47
3,11958,2819,57,7,50
4,11958,2819,57,6,51
5,11958,2819,57,8,49
1,11958,5806,57,24,33
2,11958,5806,57,19,38
3,11958,5806,57,19,38
4,11958,5806,57,16,41
5,11958,5806,57,24,33
1,11958,11958,57,30,27
2,11958,11958,57,27,30
3,11958,11958,57,30,27
4,11958,11958,57,30,27
5,11958,11958,57,33,24
1,14300,21,57,0,57
2,14300,21,57,0,57
3,14300,21,57,0,57
4,14300,21,57,2,55
5,14300,21,57,0,57
1,14300,44,57,0,57
2,14300,44,57,0,57
3,14300,44,57,0,57
4,14300,44,57,0,57
5,14300,44,57,0,57
1,14300,91,57,0,57
2,14300,91,57,0,57
3,14300,91,57,0,57
4,14300,91,57,0,57
5,14300,91,57,1,56
1,14300,187,57,2,55
2,14300,187,57,1,56
3,14300,187,57,0,57
4,14300,187,57,1,56
5,14300,187,57,2,55
1,14300,386,57,2,55
2,14300,386,57,2,55
3,14300,386,57,3,54
4,14300,386,57,0,57
5,14300,386,57,3,54
1,14300,795,57,0,57
2,14300,795,57,5,52
3,14300,795,57,4,53
4,14300,795,57,0,57
5,14300,795,57,2,55
1,14300,1637,57,7,50
2,14300,1637,57,7,50
3,14300,1637,57,5,52
4,14300,1637,57,7,50
5,14300,1637,57,6,51
1,14300,3371,57,5,52
2,14300,3371,57,11,46
3,14300,3371,57,10,47
4,14300,3371,57,15,42
5,14300,3371,57,10,47
1,14300,6943,57,18,39
2,14300,6943,57,23,34
3,14300,6943,57,11,46
4,14300,6943,57,25,32
5,14300,6943,57,12,45
1,14300,14300,57,26,31
2,14300,14300,57,25,32
3,14300,14300,57,34,23
4,14300,14300,57,25,32
5,14300,14300,57,27,30
1,17100,26,57,1,56
2,17100,26,57,0,57
3,17100,26,57,0,57
4,17100,26,57,0,57
5,17100,26,57,0,57
1,17100,53,57,0,57
2,17100,53,57,0,57
3,17100,53,57,0,57
4,17100,53,57,0,57
5,17100,53,57,0,57
1,17100,109,57,0,57
2,17100,109,57,0,57
3,17100,109,57,0,57
4,17100,109,57,0,57
5,17100,109,57,0,57
1,17100,224,57,1,56
2,17100,224,57,1,56
3,17100,224,57,1,56
4,17100,224,57,0,57
5,17100,224,57,1,56
1,17100,461,57,1,56
2,17100,461,57,2,55
3,17100,461,57,1,56
4,17100,461,57,2,55
5,17100,461,57,0,57
1,17100,950,57,2,55
2,17100,950,57,3,54
3,17100,950,57,1,56
4,17100,950,57,0,57
5,17100,950,57,2,55
1,17100,1957,57,9,48
2,17100,1957,57,2,55
3,17100,1957,57,7,50
4,17100,1957,57,4,53
5,17100,1957,57,5,52
1,17100,4031,57,10,47
2,17100,4031,57,7,50
3,17100,4031,57,12,45
4,17100,4031,57,14,43
5,17100,4031,57,11,46
1,17100,8303,57,19,38
2,17100,8303,57,22,35
3,17100,8303,57,24,33
4,17100,8303,57,13,44
5,17100,8303,57,21,36
1,17100,17100,57,35,22
2,17100,17100,57,27,30
3,17100,17100,57,29,28
4,17100,17100,57,32,25
5,17100,17100,57,28,29
1,20448,31,57,0,57
2,20448,31,57,0,57
3,20448,31,57,0,57
4,20448,31,57,0,57
5,20448,31,57,0,57
1,20448,63,57,0,57
2,20448,63,57,0,57
3,20448,63,57,0,57
4,20448,63,57,0,57
5,20448,63,57,0,57
1,20448,130,57,0,57
2,20448,130,57,0,57
3,20448,130,57,0,57
4,20448,130,57,2,55
5,20448,130,57,0,57
1,20448,268,57,1,56
2,20448,268,57,1,56
3,20448,268,57,1,56
4,20448,268,57,1,56
5,20448,268,57,0,57
1,20448,552,57,2,55
2,20448,552,57,2,55
3,20448,552,57,0,57
4,20448,552,57,1,56
5,20448,552,57,3,54
1,20448,1137,57,2,55
2,20448,1137,57,0,57
3,20448,1137,57,5,52
4,20448,1137,57,4,53
5,20448,1137,57,2,55
1,20448,2341,57,3,54
2,20448,2341,57,7,50
3,20448,2341,57,4,53
4,20448,2341,57,9,48
5,20448,2341,57,2,55
1,20448,4821,57,7,50
2,20448,4821,57,9,48
3,20448,4821,57,12,45
4,20448,4821,57,9,48
5,20448,4821,57,9,48
1,20448,9928,57,20,37
2,20448,9928,57,16,41
3,20448,9928,57,12,45
4,20448,9928,57,18,39
5,20448,9928,57,19,38
1,20448,20448,57,26,31
2,20448,20448,57,21,36
3,20448,20448,57,27,30
4,20448,20448,57,34,23
5,20448,20448,57,26,31
1,24452,37,57,0,57
2,24452,37,57,0,57
3,24452,37,57,0,57
4,24452,37,57,0,57
5,24452,37,57,0,57
1,24452,76,57,0,57
2,24452,76,57,0,57
3,24452,76,57,0,57
4,24452,76,57,0,57
5,24452,76,57,0,57
1,24452,156,57,0,57
2,24452,156,57,0,57
3,24452,156,57,0,57
4,24452,156,57,0,57
5,24452,156,57,0,57
1,24452,320,57,1,56
2,24452,320,57,0,57
3,24452,320,57,0,57
4,24452,320,57,0,57
5,24452,320,57,2,55
1,24452,660,57,0,57
2,24452,660,57,4,53
3,24452,660,57,2,55
4,24452,660,57,1,56
5,24452,660,57,0,57
1,24452,1359,57,2,55
2,24452,1359,57,2,55
3,24452,1359,57,3,54
4,24452,1359,57,3,54
5,24452,1359,57,4,53
1,24452,2799,57,9,48
2,24452,2799,57,6,51
3,24452,2799,57,9,48
4,24452,2799,57,5,52
5,24452,2799,57,5,52
1,24452,5765,57,9,48
2,24452,5765,57,9,48
3,24452,5765,57,12,45
4,24452,5765,57,10,47
5,24452,5765,57,13,44
1,24452,11873,57,21,36
2,24452,11873,57,20,37
3,24452,11873,57,21,36
4,24452,11873,57,19,38
5,24452,11873,57,14,43
1,24452,24452,57,33,24
2,24452,24452,57,30,27
3,24452,24452,57,31,26
4,24452,24452,57,29,28
5,24452,24452,57,35,22
1,29240,44,57,0,57
2,29240,44,57,0,57
3,29240,44,57,0,57
4,29240,44,57,0,57
5,29240,44,57,0,57
1,29240,90,57,0,57
2,29240,90,57,0,57
3,29240,90,57,0,57
4,29240,90,57,1,56
5,29240,90,57,0,57
1,29240,186,57,1,56
2,29240,186,57,0,57
3,29240,186,57,0,57
4,29240,186,57,0,57
5,29240,186,57,1,56
1,29240,383,57,2,55
2,29240,383,57,1,56
3,29240,383,57,0,57
4,29240,383,57,2,55
5,29240,383,57,1,56
1,29240,789,57,2,55
2,29240,789,57,1,56
3,29240,789,57,0,57
4,29240,789,57,1,56
5,29240,789,57,0,57
1,29240,1625,57,3,54
2,29240,1625,57,3,54
3,29240,1625,57,2,55
4,29240,1625,57,4,53
5,29240,1625,57,0,57
1,29240,3347,57,7,50
2,29240,3347,57,3,54
3,29240,3347,57,4,53
4,29240,3347,57,2,55
5,29240,3347,57,11,46
1,29240,6894,57,9,48
2,29240,6894,57,15,42
3,29240,6894,57,8,49
4,29240,6894,57,15,42
5,29240,6894,57,10,47
1,29240,14197,57,21,36
2,29240,14197,57,19,38
3,29240,14197,57,23,34
4,29240,14197,57,23,34
5,29240,14197,57,18,39
1,29240,29240,57,25,32
2,29240,29240,57,31,26
3,29240,29240,57,26,31
4,29240,29240,57,27,30
5,29240,29240,57,35,22
1,34966,52,57,0,57
2,34966,52,57,0,57
3,34966,52,57,0,57
4,34966,52,57,0,57
5,34966,52,57,0,57
1,34966,108,57,0,57
2,34966,108,57,0,57
3,34966,108,57,0,57
4,34966,108,57,1,56
5,34966,108,57,0,57
1,34966,222,57,0,57
2,34966,222,57,1,56
3,34966,222,57,1,56
4,34966,222,57,0,57
5,34966,222,57,1,56
1,34966,458,57,1,56
2,34966,458,57,0,57
3,34966,458,57,1,56
4,34966,458,57,0,57
5,34966,458,57,0,57
1,34966,944,57,1,56
2,34966,944,57,4,53
3,34966,944,57,1,56
4,34966,944,57,3,54
5,34966,944,57,0,57
1,34966,1943,57,1,56
2,34966,1943,57,5,52
3,34966,1943,57,2,55
4,34966,1943,57,2,55
5,34966,1943,57,4,53
1,34966,4003,57,4,53
2,34966,4003,57,4,53
3,34966,4003,57,7,50
4,34966,4003,57,3,54
5,34966,4003,57,8,49
1,34966,8243,57,14,43
2,34966,8243,57,19,38
3,34966,8243,57,11,46
4,34966,8243,57,9,48
5,34966,8243,57,16,41
1,34966,16978,57,19,38
2,34966,16978,57,21,36
3,34966,16978,57,22,35
4,34966,16978,57,24,33
5,34966,16978,57,16,41
1,34966,34966,57,23,34
2,34966,34966,57,29,28
3,34966,34966,57,31,26
4,34966,34966,57,27,30
5,34966,34966,57,26,31
1,41813,63,57,0,57
2,41813,63,57,0,57
3,41813,63,57,1,56
4,41813,63,57,0,57
5,41813,63,57,0,57
1,41813,129,57,0,57
2,41813,129,57,0,57
3,41813,129,57,0,57
4,41813,129,57,0,57
5,41813,129,57,0,57
1,41813,266,57,0,57
2,41813,266,57,0,57
3,41813,266,57,0,57
4,41813,266,57,1,56
5,41813,266,57,0,57
1,41813,548,57,0,57
2,41813,548,57,1,56
3,41813,548,57,2,55
4,41813,548,57,1,56
5,41813,548,57,0,57
1,41813,1128,57,3,54
2,41813,1128,57,0,57
3,41813,1128,57,1,56
4,41813,1128,57,0,57
5,41813,1128,57,1,56
1,41813,2324,57,0,57
2,41813,2324,57,2,55
3,41813,2324,57,4,53
4,41813,2324,57,2,55
5,41813,2324,57,4,53
1,41813,4786,57,9,48
2,41813,4786,57,7,50
3,41813,4786,57,6,51
4,41813,4786,57,7,50
5,41813,4786,57,6,51
1,41813,9858,57,11,46
2,41813,9858,57,6,51
3,41813,9858,57,13,44
4,41813,9858,57,9,48
5,41813,9858,57,9,48
1,41813,20302,57,17,40
2,41813,20302,57,21,36
3,41813,20302,57,25,32
4,41813,20302,57,21,36
5,41813,20302,57,14,43
1,41813,41813,57,33,24
2,41813,41813,57,27,30
3,41813,41813,57,29,28
4,41813,41813,57,26,31
5,41813,41813,57,28,29
1,50000,75,57,0,57
2,50000,75,57,0,57
3,50000,75,57,0,57
4,50000,75,57,0,57
5,50000,75,57,0,57
1,50000,154,57,0,57
2,50000,154,57,0,57
3,50000,154,57,2,55
4,50000,154,57,0,57
5,50000,154,57,1,56
1,50000,318,57,0,57
2,50000,318,57,0,57
3,50000,318,57,0,57
4,50000,318,57,0,57
5,50000,318,57,0,57
1,50000,655,57,1,56
2,50000,655,57,0,57
3,50000,655,57,2,55
4,50000,655,57,1,56
5,50000,655,57,1,56
1,50000,1349,57,2,55
2,50000,1349,57,3,54
3,50000,1349,57,1,56
4,50000,1349,57,2,55
5,50000,1349,57,1,56
1,50000,2779,57,4,53
2,50000,2779,57,1,56
3,50000,2779,57,4,53
4,50000,2779,57,2,55
5,50000,2779,57,3,54
1,50000,5724,57,3,54
2,50000,5724,57,9,48
3,50000,5724,57,6,51
4,50000,5724,57,6,51
5,50000,5724,57,7,50
1,50000,11788,57,10,47
2,50000,11788,57,7,50
3,50000,11788,57,12,45
4,50000,11788,57,8,49
5,50000,11788,57,11,46
1,50000,24277,57,19,38
2,50000,24277,57,17,40
3,50000,24277,57,24,33
4,50000,24277,57,19,38
5,50000,24277,57,22,35
1,50000,50000,57,29,28
2,50000,50000,57,31,26
3,50000,50000,57,31,26
4,50000,50000,57,30,27
5,50000,50000,57,26,31
1,10000,15,85,0,85
2,10000,15,85,0,85
3,10000,15,85,0,85
4,10000,15,85,0,85
5,10000,15,85,1,84
1,10000,31,85,0,85
2,10000,31,85,0,85
3,10000,31,85,1,84
4,10000,31,85,0,85
5,10000,31,85,0,85
1,10000,64,85,0,85
2,10000,64,85,0,85
3,10000,64,85,0,85
4,10000,64,85,0,85
5,10000,64,85,0,85
1,10000,131,85,1,84
2,10000,131,85,3,82
3,10000,131,85,0,85
4,10000,131,85,2,83
5,10000,131,85,2,83
1,10000,270,85,3,82
2,10000,270,85,2,83
3,10000,270,85,2,83
4,10000,270,85,4,81
5,10000,270,85,2,83
1,10000,556,85,4,81
2,10000,556,85,3,82
3,10000,556,85,5,80
4,10000,556,85,6,79
5,10000,556,85,3,82
1,10000,1145,85,8,77
2,10000,1145,85,8,77
3,10000,1145,85,7,78
4,10000,1145,85,12,73
5,10000,1145,85,9,76
1,10000,2358,85,19,66
2,10000,2358,85,18,67
3,10000,2358,85,13,72
4,10000,2358,85,21,64
5,10000,2358,85,13,72
1,10000,4855,85,33,52
2,10000,4855,85,26,59
3,10000,4855,85,19,66
4,10000,4855,85,21,64
5,10000,4855,85,20,65
1,10000,10000,85,42,43
2,10000,10000,85,39,46
3,10000,10000,85,40,45
4,10000,10000,85,45,40
5,10000,10000,85,42,43
1,11958,18,85,0,85
2,11958,18,85,1,84
3,11958,18,85,0,85
4,11958,18,85,0,85
5,11958,18,85,0,85
1,11958,37,85,1,84
2,11958,37,85,0,85
3,11958,37,85,1,84
4,11958,37,85,0,85
5,11958,37,85,0,85
1,11958,76,85,2,83
2,11958,76,85,3,82
3,11958,76,85,1,84
4,11958,76,85,0,85
5,11958,76,85,1,84
1,11958,157,85,0,85
2,11958,157,85,4,81
3,11958,157,85,1,84
4,11958,157,85,2,83
5,11958,157,85,1,84
1,11958,323,85,0,85
2,11958,323,85,4,81
3,11958,323,85,0,85
4,11958,323,85,4,81
5,11958,323,85,1,84
1,11958,665,85,4,81
2,11958,665,85,2,83
3,11958,665,85,4,81
4,11958,665,85,6,79
5,11958,665,85,2,83
1,11958,1369,85,15,70
2,11958,1369,85,7,78
3,11958,1369,85,5,80
4,11958,1369,85,11,74
5,11958,1369,85,9,76
1,11958,2819,85,21,64
2,11958,2819,85,11,74
3,11958,2819,85,12,73
4,11958,2819,85,13,72
5,11958,2819,85,24,61
1,11958,5806,85,28,57
2,11958,5806,85,24,61
3,11958,5806,85,29,56
4,11958,5806,85,33,52
5,11958,5806,85,18,67
1,11958,11958,85,47,38
2,11958,11958,85,44,41
3,11958,11958,85,46,39
4,11958,11958,85,37,48
5,11958,11958,85,58,27
1,14300,21,85,0,85
2,14300,21,85,1,84
3,14300,21,85,1,84
4,14300,21,85,0,85
5,14300,21,85,0,85
1,14300,44,85,0,85
2,14300,44,85,1,84
3,14300,44,85,0,85
4,14300,44,85,0,85
5,14300,44,85,0,85
1,14300,91,85,1,84
2,14300,91,85,0,85
3,14300,91,85,0,85
4,14300,91,85,1,84
5,14300,91,85,0,85
1,14300,187,85,2,83
2,14300,187,85,0,85
3,14300,187,85,1,84
4,14300,187,85,0,85
5,14300,187,85,0,85
1,14300,386,85,2,83
2,14300,386,85,2,83
3,14300,386,85,2,83
4,14300,386,85,2,83
5,14300,386,85,5,80
1,14300,795,85,4,81
2,14300,795,85,6,79
3,14300,795,85,1,84
4,14300,795,85,3,82
5,14300,795,85,4,81
1,14300,1637,85,10,75
2,14300,1637,85,5,80
3,14300,1637,85,11,74
4,14300,1637,85,10,75
5,14300,1637,85,12,73
1,14300,3371,85,19,66
2,14300,3371,85,17,68
3,14300,3371,85,20,65
4,14300,3371,85,18,67
5,14300,3371,85,20,65
1,14300,6943,85,30,55
2,14300,6943,85,25,60
3,14300,6943,85,26,59
4,14300,6943,85,25,60
5,14300,6943,85,22,63
1,14300,14300,85,46,39
2,14300,14300,85,48,37
3,14300,14300,85,40,45
4,14300,14300,85,41,44
5,14300,14300,85,46,39
1,17100,26,85,0,85
2,17100,26,85,1,84
3,17100,26,85,0,85
4,17100,26,85,1,84
5,17100,26,85,0,85
1,17100,53,85,0,85
2,17100,53,85,0,85
3,17100,53,85,0,85
4,17100,53,85,0,85
5,17100,53,85,0,85
1,17100,109,85,0,85
2,17100,109,85,2,83
3,17100,109,85,0,85
4,17100,109,85,2,83
5,17100,109,85,0,85
1,17100,224,85,1,84
2,17100,224,85,3,82
3,17100,224,85,1,84
4,17100,224,85,2,83
5,17100,224,85,1,84
1,17100,461,85,1,84
2,17100,461,85,2,83
3,17100,461,85,1,84
4,17100,461,85,2,83
5,17100,461,85,3,82
1,17100,950,85,5,80
2,17100,950,85,7,78
3,17100,950,85,4,81
4,17100,950,85,4,81
5,17100,950,85,3,82
1,17100,1957,85,4,81
2,17100,1957,85,11,74
3,17100,1957,85,5,80
4,17100,1957,85,9,76
5,17100,1957,85,7,78
1,17100,4031,85,16,69
2,17100,4031,85,12,73
3,17100,4031,85,14,71
4,17100,4031,85,12,73
5,17100,4031,85,15,70
1,17100,8303,85,26,59
2,17100,8303,85,20,65
3,17100,8303,85,30,55
4,17100,8303,85,24,61
5,17100,8303,85,28,57
1,17100,17100,85,38,47
2,17100,17100,85,35,50
3,17100,17100,85,41,44
4,17100,17100,85,46,39
5,17100,17100,85,49,36
1,20448,31,85,0,85
2,20448,31,85,0,85
3,20448,31,85,0,85
4,20448,31,85,0,85
5,20448,31,85,0,85
1,20448,63,85,0,85
2,20448,63,85,0,85
3,20448,63,85,0,85
4,20448,63,85,0,85
5,20448,63,85,0,85
1,20448,130,85,1,84
2,20448,130,85,1,84
3,20448,130,85,1,84
4,20448,130,85,0,85
5,20448,130,85,1,84
1,20448,268,85,0,85
2,20448,268,85,1,84
3,20448,268,85,0,85
4,20448,268,85,0,85
5,20448,268,85,1,84
1,20448,552,85,0,85
2,20448,552,85,5,80
3,20448,552,85,2,83
4,20448,552,85,2,83
5,20448,552,85,1,84
1,20448,1137,85,2,83
2,20448,1137,85,5,80
3,20448,1137,85,5,80
4,20448,1137,85,6,79
5,20448,1137,85,6,79
1,20448,2341,85,6,79
2,20448,2341,85,5,80
3,20448,2341,85,8,77
4,20448,2341,85,8,77
5,20448,2341,85,13,72
1,20448,4821,85,13,72
2,20448,4821,85,19,66
3,20448,4821,85,15,70
4,20448,4821,85,15,70
5,20448,4821,85,14,71
1,20448,9928,85,33,52
2,20448,9928,85,27,58
3,20448,9928,85,32,53
4,20448,9928,85,31,54
5,20448,9928,85,26,59
1,20448,20448,85,44,41
2,20448,20448,85,42,43
3,20448,20448,85,38,47
4,20448,20448,85,44,41
5,20448,20448,85,47,38
1,24452,37,85,0,85
2,24452,37,85,0,85
3,24452,37,85,1,84
4,24452,37,85,0,85
5,24452,37,85,0,85
1,24452,76,85,0,85
2,24452,76,85,0,85
3,24452,76,85,0,85
4,24452,76,85,0,85
5,24452,76,85,0,85
1,24452,156,85,0,85
2,24452,156,85,0,85
3,24452,156,85,0,85
4,24452,156,85,1,84
5,24452,156,85,0,85
1,24452,320,85,0,85
2,24452,320,85,3,82
3,24452,320,85,1,84
4,24452,320,85,3,82
5,24452,320,85,2,83
1,24452,660,85,3,82
2,24452,660,85,2,83
3,24452,660,85,5,80
4,24452,660,85,5,80
5,24452,660,85,0,85
1,24452,1359,85,11,74
2,24452,1359,85,5,80
3,24452,1359,85,7,78
4,24452,1359,85,7,78
5,24452,1359,85,5,80
1,24452,2799,85,7,78
2,24452,2799,85,7,78
3,24452,2799,85,12,73
4,24452,2799,85,7,78
5,24452,2799,85,10,75
1,24452,5765,85,16,69
2,24452,5765,85,18,67
3,24452,5765,85,15,70
4,24452,5765,85,16,69
5,24452,5765,85,20,65
1,24452,11873,85,26,59
2,24452,11873,85,28,57
3,24452,11873,85,33,52
4,24452,11873,85,28,57
5,24452,11873,85,24,61
1,24452,24452,85,39,46
2,24452,24452,85,47,38
3,24452,24452,85,39,46
4,24452,24452,85,42,43
5,24452,24452,85,37,48
1,29240,44,85,0,85
2,29240,44,85,0,85
3,29240,44,85,0,85
4,29240,44,85,0,85
5,29240,44,85,0,85
1,29240,90,85,0,85
2,29240,90,85,1,84
3,29240,90,85,0,85
4,29240,90,85,1,84
5,29240,90,85,0,85
1,29240,186,85,0,85
2,29240,186,85,2,83
3,29240,186,85,0,85
4,29240,186,85,2,83
5,29240,186,85,0,85
1,29240,383,85,1,84
2,29240,383,85,1,84
3,29240,383,85,2,83
4,29240,383,85,0,85
5,29240,383,85,1,84
1,29240,789,85,3,82
2,29240,789,85,4,81
3,29240,789,85,4,81
4,29240,789,85,3,82
5,29240,789,85,1,84
1,29240,1625,85,4,81
2,29240,1625,85,7,78
3,29240,1625,85,5,80
4,29240,1625,85,2,83
5,29240,1625,85,7,78
1,29240,3347,85,8,77
2,29240,3347,85,18,67
3,29240,3347,85,6,79
4,29240,3347,85,12,73
5,29240,3347,85,9,76
1,29240,6894,85,16,69
2,29240,6894,85,20,65
3,29240,6894,85,12,73
4,29240,6894,85,15,70
5,29240,6894,85,15,70
1,29240,14197,85,25,60
2,29240,14197,85,30,55
3,29240,14197,85,29,56
4,29240,14197,85,27,58
5,29240,14197,85,29,56
1,29240,29240,85,36,49
2,29240,29240,85,41,44
3,29240,29240,85,47,38
4,29240,29240,85,43,42
5,29240,29240,85,39,46
1,34966,52,85,0,85
2,34966,52,85,0,85
3,34966,52,85,0,85
4,34966,52,85,0,85
5,34966,52,85,0,85
1,34966,108,85,1,84
2,34966,108,85,0,85
3,34966,108,85,1,84
4,34966,108,85,0,85
5,34966,108,85,0,85
1,34966,222,85,0,85
2,34966,222,85,0,85
3,34966,222,85,1,84
4,34966,222,85,2,83
5,34966,222,85,0,85
1,34966,458,85,2,83
2,34966,458,85,1,84
3,34966,458,85,1,84
4,34966,458,85,0,85
5,34966,458,85,1,84
1,34966,944,85,3,82
2,34966,944,85,2,83
3,34966,944,85,1,84
4,34966,944,85,4,81
5,34966,944,85,3,82
1,34966,1943,85,5,80
2,34966,1943,85,8,77
3,34966,1943,85,5,80
4,34966,1943,85,5,80
5,34966,1943,85,2,83
1,34966,4003,85,11,74
2,34966,4003,85,10,75
3,34966,4003,85,10,75
4,34966,4003,85,6,79
5,34966,4003,85,9,76
1,34966,8243,85,15,70
2,34966,8243,85,10,75
3,34966,8243,85,10,75
4,34966,8243,85,11,74
5,34966,8243,85,23,62
1,34966,16978,85,31,54
2,34966,16978,85,31,54
3,34966,16978,85,33,52
4,34966,16978,85,18,67
5,34966,16978,85,33,52
1,34966,34966,85,30,55
2,34966,34966,85,40,45
3,34966,34966,85,36,49
4,34966,34966,85,33,52
5,34966,34966,85,42,43
1,41813,63,85,0,85
2,41813,63,85,0,85
3,41813,63,85,1,84
4,41813,63,85,0,85
5,41813,63,85,0,85
1,41813,129,85,0,85
2,41813,129,85,1,84
3,41813,129,85,0,85
4,41813,129,85,1,84
5,41813,129,85,0,85
1,41813,266,85,1,84
2,41813,266,85,0,85
3,41813,266,85,2,83
4,41813,266,85,0,85
5,41813,266,85,0,85
1,41813,548,85,0,85
2,41813,548,85,0,85
3,41813,548,85,2,83
4,41813,548,85,2,83
5,41813,548,85,1,84
1,41813,1128,85,1,84
2,41813,1128,85,2,83
3,41813,1128,85,3,82
4,41813,1128,85,2,83
5,41813,1128,85,2,83
1,41813,2324,85,3,82
2,41813,2324,85,3,82
3,41813,2324,85,6,79
4,41813,2324,85,3,82
5,41813,2324,85,2,83
1,41813,4786,85,8,77
2,41813,4786,85,9,76
3,41813,4786,85,9,76
4,41813,4786,85,4,81
5,41813,4786,85,10,75
1,41813,9858,85,21,64
2,41813,9858,85,15,70
3,41813,9858,85,16,69
4,41813,9858,85,22,63
5,41813,9858,85,13,72
1,41813,20302,85,30,55
2,41813,20302,85,28,57
3,41813,20302,85,29,56
4,41813,20302,85,35,50
5,41813,20302,85,30,55
1,41813,41813,85,44,41
2,41813,41813,85,37,48
3,41813,41813,85,45,40
4,41813,41813,85,36,49
5,41813,41813,85,45,40
1,50000,75,85,0,85
2,50000,75,85,0,85
3,50000,75,85,0,85
4,50000,75,85,0,85
5,50000,75,85,0,85
1,50000,154,85,0,85
2,50000,154,85,0,85
3,50000,154,85,1,84
4,50000,154,85,0,85
5,50000,154,85,0,85
1,50000,318,85,0,85
2,50000,318,85,1,84
3,50000,318,85,1,84
4,50000,318,85,0,85
5,50000,318,85,1,84
1,50000,655,85,0,85
2,50000,655,85,0,85
3,50000,655,85,0,85
4,50000,655,85,1,84
5,50000,655,85,1,84
1,50000,1349,85,1,84
2,50000,1349,85,2,83
3,50000,1349,85,0,85
4,50000,1349,85,1,84
5,50000,1349,85,3,82
1,50000,2779,85,5,80
2,50000,2779,85,5,80
3,50000,2779,85,1,84
4,50000,2779,85,6,79
5,50000,2779,85,10,75
1,50000,5724,85,8,77
2,50000,5724,85,5,80
3,50000,5724,85,5,80
4,50000,5724,85,11,74
5,50000,5724,85,11,74
1,50000,11788,85,19,66
2,50000,11788,85,14,71
3,50000,11788,85,19,66
4,50000,11788,85,17,68
5,50000,11788,85,15,70
1,50000,24277,85,24,61
2,50000,24277,85,24,61
3,50000,24277,85,24,61
4,50000,24277,85,21,64
5,50000,24277,85,31,54
1,50000,50000,85,42,43
2,50000,50000,85,48,37
3,50000,50000,85,43,42
4,50000,50000,85,46,39
5,50000,50000,85,45,40
1,10000,15,129,0,129
2,10000,15,129,0,129
3,10000,15,129,0,129
4,10000,15,129,0,129
5,10000,15,129,0,129
1,10000,31,129,1,128
2,10000,31,129,0,129
3,10000,31,129,1,128
4,10000,31,129,0,129
5,10000,31,129,1,128
1,10000,64,129,2,127
2,10000,64,129,0,129
3,10000,64,129,0,129
4,10000,64,129,1,128
5,10000,64,129,1,128
1,10000,131,129,1,128
2,10000,131,129,3,126
3,10000,131,129,3,126
4,10000,131,129,1,128
5,10000,131,129,1,128
1,10000,270,129,2,127
2,10000,270,129,8,121
3,10000,270,129,1,128
4,10000,270,129,3,126
5,10000,270,129,2,127
1,10000,556,129,10,119
2,10000,556,129,8,121
3,10000,556,129,4,125
4,10000,556,129,8,121
5,10000,556,129,9,120
1,10000,1145,129,14,115
2,10000,1145,129,12,117
3,10000,1145,129,11,118
4,10000,1145,129,12,117
5,10000,1145,129,10,119
1,10000,2358,129,31,98
2,10000,2358,129,27,102
3,10000,2358,129,24,105
4,10000,2358,129,19,110
5,10000,2358,129,18,111
1,10000,4855,129,35,94
2,10000,4855,129,44,85
3,10000,4855,129,38,91
4,10000,4855,129,37,92
5,10000,4855,129,36,93
1,10000,10000,129,58,71
2,10000,10000,129,56,73
3,10000,10000,129,68,61
4,10000,10000,129,58,71
5,10000,10000,129,64,65
1,11958,18,129,0,129
2,11958,18,129,0,129
3,11958,18,129,0,129
4,11958,18,129,0,129
5,11958,18,129,0,129
1,11958,37,129,0,129
2,11958,37,129,1,128
3,11958,37,129,0,129
4,11958,37,129,0,129
5,11958,37,129,0,129
1,11958,76,129,0,129
2,11958,76,129,0,129
3,11958,76,129,2,127
4,11958,76,129,4,125
5,11958,76,129,1,128
1,11958,157,129,1,128
2,11958,157,129,1,128
