"# Object_Counted","# Non-tracers","# Tracers"
400,373,27
400,377,23
400,372,28
400,369,31
400,365,35
400,374,26
400,373,27
400,374,26
400,369,31
400,377,23
400,369,31
400,369,31
400,377,23
400,358,42
400,370,30
400,374,26
400,366,34
400,360,40
400,371,29
400,371,29
400,363,37
400,379,21
400,369,31
400,365,35
400,377,23
400,385,15
400,380,20
400,385,15
400,385,15
400,381,19
400,387,13
400,379,21
400,388,12
400,385,15
400,380,20
400,385,15
400,390,10
400,385,15
400,389,11
400,377,23
400,386,14
400,382,18
400,388,12
400,389,11
400,381,19
400,387,13
400,389,11
400,382,18
400,391,9
400,379,21
400,390,10
400,392,8
400,387,13
400,386,14
400,386,14
400,381,19
400,389,11
400,385,15
400,389,11
400,388,12
400,382,18
400,379,21
400,388,12
400,387,13
400,390,10
400,388,12
400,378,22
400,385,15
400,387,13
400,381,19
400,384,16
400,389,11
400,389,11
400,385,15
400,385,15
400,393,7
400,394,6
400,393,7
400,391,9
400,386,14
400,394,6
400,395,5
400,390,10
400,396,4
400,396,4
400,394,6
400,396,4
400,388,12
400,393,7
400,392,8
400,395,5
400,386,14
400,393,7
400,394,6
400,391,9
400,393,7
400,391,9
400,394,6
400,393,7
400,394,6
400,388,12
400,394,6
400,393,7
400,393,7
400,393,7
400,391,9
400,395,5
400,386,14
400,392,8
400,392,8
400,391,9
400,394,6
400,396,4
400,390,10
400,393,7
400,392,8
400,394,6
400,390,10
400,398,2
400,390,10
400,392,8
400,393,7
400,394,6
400,393,7
400,390,10
400,394,6
400,395,5
400,396,4
400,398,2
400,395,5
400,397,3
400,397,3
400,400,0
400,398,2
400,397,3
400,396,4
400,395,5
400,395,5
400,398,2
400,397,3
400,395,5
400,392,8
400,396,4
400,394,6
400,396,4
400,394,6
400,395,5
400,392,8
400,394,6
400,395,5
400,393,7
400,396,4
400,396,4
400,395,5
400,397,3
400,394,6
400,396,4
400,399,1
400,395,5
400,398,2
400,392,8
400,395,5
400,399,1
400,395,5
400,397,3
400,395,5
400,396,4
400,392,8
400,393,7
400,397,3
400,397,3
400,394,6
400,395,5
400,395,5
400,396,4
800,132,668
800,130,670
800,127,673
800,125,675
800,132,668
800,130,670
800,125,675
800,140,660
800,132,668
800,131,669
800,135,665
800,132,668
800,123,677
800,133,667
800,134,666
800,142,658
800,139,661
800,117,683
800,134,666
800,122,678
800,136,664
800,135,665
800,135,665
800,140,660
800,140,660
800,135,665
800,138,662
800,136,664
800,137,663
800,126,674
800,134,666
800,145,655
800,138,662
800,129,671
800,134,666
800,129,671
800,139,661
800,150,650
800,136,664
800,135,665
800,133,667
800,134,666
800,143,657
800,129,671
800,129,671
800,138,662
800,135,665
800,128,672
800,135,665
800,139,661
800,231,569
800,230,570
800,212,588
800,243,557
800,225,575
800,220,580
800,226,574
800,206,594
800,224,576
800,236,564
800,232,568
800,227,573
800,232,568
800,232,568
800,227,573
800,222,578
800,246,554
800,239,561
800,229,571
800,234,566
800,226,574
800,244,556
800,228,572
800,223,577
800,235,565
800,239,561
800,223,577
800,216,584
800,231,569
800,224,576
800,239,561
800,217,583
800,229,571
800,216,584
800,243,557
800,224,576
800,219,581
800,234,566
800,231,569
800,230,570
800,224,576
800,221,579
800,228,572
800,241,559
800,223,577
800,221,579
800,224,576
800,232,568
800,219,581
800,231,569
800,374,426
800,343,457
800,361,439
800,364,436
800,339,461
800,353,447
800,340,460
800,356,444
800,348,452
800,340,460
800,360,440
800,362,438
800,354,446
800,350,450
800,364,436
800,367,433
800,343,457
800,341,459
800,354,446
800,352,448
800,349,451
800,374,426
800,357,443
800,345,455
800,339,461
800,357,443
800,357,443
800,352,448
800,350,450
800,362,438
800,364,436
800,371,429
800,361,439
800,367,433
800,354,446
800,368,432
800,347,453
800,359,441
800,366,434
800,358,442
800,347,453
800,334,466
800,360,440
800,378,422
800,348,452
800,340,460
800,345,455
800,351,449
800,355,445
800,363,437
800,502,298
800,495,305
800,518,282
800,499,301
800,490,310
800,482,318
800,491,309
800,507,293
800,503,297
800,482,318
800,498,302
800,492,308
800,479,321
800,479,321
800,499,301
800,493,307
800,480,320
800,499,301
800,495,305
800,491,309
800,488,312
800,490,310
800,496,304
800,486,314
800,493,307
800,499,301
800,500,300
800,497,303
800,495,305
800,485,315
800,492,308
800,483,317
800,484,316
800,508,292
800,491,309
800,478,322
800,475,325
800,489,311
800,459,341
800,488,312
800,490,310
800,475,325
800,496,304
800,496,304
800,489,311
800,497,303
800,505,295
800,503,297
800,508,292
800,477,323
800,614,186
800,614,186
800,597,203
800,605,195
800,607,193
800,593,207
800,621,179
800,602,198
800,616,184
800,607,193
800,603,197
800,617,183
800,615,185
800,583,217
800,625,175
800,613,187
800,632,168
800,613,187
800,619,181
800,612,188
800,609,191
800,600,200
800,626,174
800,606,194
800,609,191
800,621,179
800,612,188
800,619,181
800,613,187
800,626,174
800,623,177
800,607,193
800,613,187
800,602,198
800,599,201
800,613,187
800,598,202
800,603,197
800,602,198
800,613,187
800,612,188
800,615,185
800,591,209
800,595,205
800,603,197
800,616,184
800,613,187
800,628,172
800,616,184
800,623,177
800,680,120
800,681,119
800,694,106
800,689,111
800,692,108
800,684,116
800,702,98
800,707,93
800,685,115
800,691,109
800,698,102
800,696,104
800,701,99
800,691,109
800,700,100
800,691,109
800,684,116
800,683,117
800,687,113
800,689,111
800,694,106
800,689,111
800,682,118
800,691,109
800,690,110
800,681,119
800,690,110
800,693,107
800,705,95
800,694,106
800,691,109
800,702,98
800,688,112
800,689,111
800,690,110
800,692,108
800,700,100
800,693,107
800,699,101
800,701,99
800,683,117
800,683,117
800,685,115
800,687,113
800,699,101
800,714,86
800,708,92
800,710,90
800,683,117
800,689,111
800,752,48
800,739,61
800,741,59
800,755,45
800,746,54
800,741,59
800,741,59
800,747,53
800,749,51
800,721,79
800,752,48
800,741,59
800,734,66
800,732,68
800,739,61
800,737,63
800,745,55
800,726,74
800,731,69
800,736,64
800,736,64
800,732,68
800,744,56
800,742,58
800,741,59
800,744,56
800,738,62
800,732,68
800,734,66
800,737,63
800,725,75
800,740,60
800,728,72
800,741,59
800,742,58
800,738,62
800,741,59
800,744,56
800,742,58
800,732,68
800,734,66
800,723,77
800,754,46
800,748,52
800,753,47
800,739,61
800,747,53
800,739,61
800,737,63
800,737,63
800,767,33
800,771,29
800,769,31
800,760,40
800,768,32
800,764,36
800,772,28
800,773,27
800,774,26
800,774,26
800,775,25
800,759,41
800,771,29
800,766,34
800,770,30
800,765,35
800,770,30
800,770,30
800,772,28
800,779,21
800,764,36
800,776,24
800,766,34
800,771,29
800,773,27
800,769,31
800,776,24
800,761,39
800,775,25
800,776,24
800,770,30
800,763,37
800,777,23
800,767,33
800,772,28
800,760,40
800,775,25
800,768,32
800,775,25
800,766,34
800,774,26
800,769,31
800,764,36
800,772,28
800,776,24
800,772,28
800,769,31
800,768,32
800,768,32
800,770,30
800,786,14
800,779,21
800,794,6
800,784,16
800,782,18
800,780,20
800,783,17
800,786,14
800,782,18
800,787,13
800,789,11
800,774,26
800,779,21
800,785,15
800,781,19
800,789,11
800,782,18
800,786,14
800,784,16
800,786,14
800,781,19
800,786,14
800,785,15
800,786,14
800,786,14
800,783,17
800,781,19
800,785,15
800,786,14
800,781,19
800,786,14
800,788,12
800,785,15
800,787,13
800,777,23
800,781,19
800,783,17
800,787,13
800,788,12
800,783,17
800,783,17
800,784,16
800,781,19
800,785,15
800,783,17
800,780,20
800,786,14
800,788,12
800,789,11
800,785,15
800,790,10
800,791,9
800,791,9
800,794,6
800,791,9
800,793,7
800,794,6
800,795,5
800,796,4
800,798,2
800,794,6
800,793,7
800,789,11
800,794,6
800,796,4
800,792,8
800,794,6
800,791,9
800,796,4
800,793,7
800,789,11
800,793,7
800,791,9
800,789,11
800,790,10
800,791,9
800,790,10
800,796,4
800,794,6
800,787,13
800,792,8
800,793,7
800,790,10
800,791,9
800,791,9
800,792,8
800,791,9
800,794,6
800,792,8
800,786,14
800,791,9
800,796,4
800,792,8
800,795,5
800,791,9
800,792,8
800,792,8
800,792,8
800,789,11
800,797,3
